type,lat,lon,alt,frq,rng,frq2,id,icao,rwy,name
4,47.54485000,-122.31500000,16,11090,18,330.292,ICHJ,KBFI,31L,ILS-cat-I
4,35.44693300,-119.07198300,476,11190,18,315.444,IBFL,KBFL,30R,ILS-cat-I
4,30.63547200,-088.08236400,26,10850,18,318.889,IRUJ,KBFM,32,ILS-cat-I
4,42.20480800,-075.97331900,1575,11030,18,145.256,IAAJ,KBGM,16,ILS-cat-I
4,42.21994700,-075.98742200,1631,11030,18,328.411,IBGM,KBGM,34,ILS-cat-I
4,44.79454700,-068.80949700,166,10950,18,134.293,IJVH,KBGR,15,ILS-cat-I
4,44.82045000,-068.84693900,182,10950,18,314.264,IBGR,KBGR,33,ILS-cat-I
4,44.44224400,-068.36833300,62,10830,18,204.562,IBHB,KBHB,22,ILS-cat-I
4,33.57379600,-086.73856100,644,11030,18,55.347,IBHM,KBHM,06,ILS-cat-II
4,33.55120000,-086.74720700,644,11130,18,180.000,IBXO,KBHM,18,ILS-cat-I
4,33.55324700,-086.77424200,644,10950,18,235.331,IROE,KBHM,24,ILS-cat-I
4,45.80053900,-108.51108100,3492,11030,18,111.802,IBIL,KBIL,10L,ILS-cat-I
4,45.81383900,-108.55882200,3584,11150,18,291.767,IBMO,KBIL,28R,ILS-cat-I
4,46.76422500,-100.73555600,1644,11150,18,137.689,IBZX,KBIS,13,ILS-cat-I
4,46.78596700,-100.76464700,1650,11030,18,317.472,IBIS,KBIS,31,ILS-cat-I
4,30.40131900,-088.93190800,33,10970,18,215.303,IBIX,KBIX,21,ILS-cat-I
4,39.91590300,-105.12960300,5653,11170,18,304.391,IBJC,KBJC,29R,ILS-cat-I
4,47.51750600,-094.94537200,1390,11190,18,314.077,IMDI,KBJI,31,ILS-cat-I
4,39.71881900,-104.76416100,5662,10970,18,331.175,IBKF,KBKF,32,ILS-cat-I
4,41.51349167,-081.69341389,586,10975,18,237.812,IBFT,KBKL,24R,ILS-cat-I
4,28.47598100,-082.44742200,77,11110,18,89.800,IOSV,KBKV,09,ILS-cat-I
4,37.77844700,-081.12637800,2504,11170,18,187.461,IMQU,KBKW,19,ILS-cat-I
4,44.31145600,-096.82470000,1604,11090,18,308.994,IBKX,KBKX,30,ILS-cat-I
4,37.29043900,-081.21370000,2857,10950,18,221.745,IBLF,KBLF,23,ILS-cat-I
4,48.78145600,-122.53747200,152,10850,18,179.828,IBLI,KBLI,16,ILS-cat-I
4,38.53425300,-089.80702800,437,11115,18,136.684,IBTC,KBLV,14L,ILS-cat-I
4,38.53349400,-089.83981400,435,10990,18,136.665,IOXK,KBLV,14R,ILS-cat-I
4,38.55481700,-089.86554700,459,10990,18,316.642,IBLV,KBLV,32L,ILS-cat-I
4,38.55821700,-089.83592500,437,11115,18,316.669,IJDU,KBLV,32R,ILS-cat-I
4,39.16343900,-086.61901400,846,10830,18,351.902,IBMG,KBMG,35,ILS-cat-I
4,40.46118300,-088.91723900,847,11190,18,197.844,ILHJ,KBMI,20,ILS-cat-I
4,40.48475800,-088.93918100,874,10830,18,287.943,IBMI,KBMI,29,ILS-cat-I
4,36.12554700,-086.67907200,598,11075,18,17.914,IEZN,KBNA,02C,ILS-cat-I
4,36.14007800,-086.67769200,548,10990,18,17.573,IBNA,KBNA,02L,ILS-cat-II
4,36.13518900,-086.65864700,536,11175,18,17.917,IUQU,KBNA,02R,ILS-cat-I
4,36.10835000,-086.66939200,598,10935,18,197.917,ISSX,KBNA,20L,ILS-cat-I
4,36.11380000,-086.68799700,598,11130,18,197.579,IVIY,KBNA,20R,ILS-cat-I
4,36.14184700,-086.69610300,598,11195,18,313.423,IPNO,KBNA,31,ILS-cat-I
4,43.55698100,-116.20436900,2871,11110,18,115.231,IBOI,KBOI,10R,ILS-cat-I
4,42.38221500,-070.99672000,18,11030,40,19.682,IBOS,KBOS,04R,ILS-cat-III
4,42.35731100,-070.99361900,10,11070,18,133.408,IMDC,KBOS,15R,ILS-cat-I
4,42.35003800,-071.01228800,19,11030,18,199.663,ILQN,KBOS,22L,ILS-cat-I
4,42.35512700,-071.01639500,18,11130,18,256.514,IDGU,KBOS,27,ILS-cat-I
4,42.37710200,-071.02169100,19,11070,18,315.261,ILIP,KBOS,33L,ILS-cat-I
4,36.37424400,-092.46220300,921,11195,18,51.655,IBPK,KBPK,05,ILS-cat-I
4,29.94441700,-094.00694700,5,11015,18,121.072,IBPT,KBPT,12,ILS-cat-I
4,31.26472500,-081.45186900,26,10850,18,64.934,IBQK,KBQK,07,ILS-cat-I
4,46.39253235,-094.15043640,1226,10990,18,233.447,IBRD,KBRD,23,ILS-cat-I
4,46.42191696,-094.13808441,1226,10970,18,342.637,ILER,KBRD,34,ILS-cat-I
4,40.78988100,-091.12395800,692,10890,18,359.544,IBRL,KBRL,36,ILS-cat-I
4,25.89636700,-097.41336400,21,11030,18,135.561,IBRO,KBRO,13R,ILS-cat-I
4,42.29363600,-085.26854400,952,11050,18,222.454,IBTL,KBTL,23,ILS-cat-I
4,45.93889400,-112.49182800,5539,11090,18,166.912,IBEY,KBTM,15,ILS-cat-I
4,40.77888600,-079.94182200,1248,11150,18,71.894,IBTP,KBTP,08,ILS-cat-I
4,30.52687800,-091.14401400,70,11030,18,133.611,IBTR,KBTR,13,ILS-cat-I
4,30.52485800,-091.15707500,62,10870,18,223.327,ICLZ,KBTR,22R,ILS-cat-I
4,44.46466700,-073.13999400,331,11030,18,130.920,IBTV,KBTV,15,ILS-cat-I
4,44.48229400,-073.16850300,294,11030,18,310.905,IVOE,KBTV,33,ILS-cat-I
4,42.94956100,-078.71759700,670,10850,18,43.849,IGBI,KBUF,05,ILS-cat-I
4,42.93026400,-078.74291400,670,11130,18,223.833,IBUF,KBUF,23,ILS-cat-I
4,42.94806400,-078.74379200,692,10995,18,306.752,IBNQ,KBUF,32,ILS-cat-I
4,34.19795000,-118.37247500,726,10950,18,90.840,IBUR,KBUR,08,ILS-cat-I
4,36.05414400,-079.46602800,617,11135,18,51.984,IHBJ,KBUY,06,ILS-cat-I
4,36.97738300,-086.41164200,529,10875,18,29.780,IBWG,KBWG,03,ILS-cat-I
4,39.17238600,-076.64841400,138,10970,18,94.240,IBAL,KBWI,10,ILS-cat-III
4,39.17533900,-076.65240000,102,11195,18,144.330,IUQC,KBWI,15L,ILS-cat-I
4,39.16026900,-076.65873600,102,11170,18,144.328,IFND,KBWI,15R,ILS-cat-I
4,39.17484700,-076.69137800,137,10970,18,274.207,IOEH,KBWI,28,ILS-cat-I
4,39.18632500,-076.68287200,132,11170,18,324.310,IRUX,KBWI,33L,ILS-cat-I
4,39.18804700,-076.66416400,135,11195,18,324.337,IBWI,KBWI,33R,ILS-cat-I
4,43.90474340,-069.93904332,75,10930,18,354.855,IBXM,KBXM,1R,ILS-cat-I
4,35.94348900,-089.94395600,254,11030,18,180.000,IBYH,KBYH,18,ILS-cat-I
4,45.76687200,-111.13696900,4421,10930,18,135.871,IBZN,KBZN,12,ILS-cat-I
4,33.94475600,-081.10472500,202,10895,18,44.531,IGJC,KCAE,05,ILS-cat-I
4,33.93729400,-081.10633100,218,11030,18,104.738,ICAE,KCAE,11,ILS-cat-I
4,33.94537200,-081.14337200,227,10830,18,284.720,IVYK,KCAE,29,ILS-cat-I
4,40.93267200,-081.43990300,1204,10950,18,2.462,ICAK,KCAK,01,ILS-cat-I
4,40.90238300,-081.44162500,1215,10950,18,182.462,IRGO,KCAK,19,ILS-cat-I
4,40.90685300,-081.45468300,1183,10830,18,227.357,IGGZ,KCAK,23,ILS-cat-I
4,33.62930300,-088.42732200,219,10930,18,133.056,ICBM,KCBM,13C,ILS-cat-I
4,33.65793900,-088.46155300,219,10870,18,316.473,ITBB,KCBM,31C,ILS-cat-I
4,33.31836219,-084.77666729,970,11075,18,319.637,ICCO,KCCO,32,ILS-cat-I
4,37.68799700,-113.11005000,5570,11010,18,214.135,IECC,KCDC,20,ILS-cat-I
4,41.77370800,-124.22549700,44,10870,18,133.296,ICEC,KCEC,11,ILS-cat-I
4,42.20934200,-072.51891900,241,10990,18,34.069,IGWJ,KCEF,05,ILS-cat-I
4,42.17381400,-072.55131100,241,10990,18,214.062,ICEF,KCEF,23,ILS-cat-I
4,30.76592800,-086.51974200,214,11190,18,171.034,ICEW,KCEW,17,ILS-cat-I
4,41.55879400,-081.49621700,871,11110,18,229.375,ICGF,KCGF,24,ILS-cat-I
4,37.22176700,-089.55695800,342,10950,18,105.867,ICGI,KCGI,10,ILS-cat-I
4,32.95933600,-111.75773100,1464,11115,18,59.807,ICGZ,KCGZ,05,ILS-cat-I
4,35.04401400,-085.19971100,667,10830,18,16.630,ICGW,KCHA,02,ILS-cat-I
4,35.01976400,-085.20855800,674,10950,18,196.630,ICHA,KCHA,20,ILS-cat-II
4,38.14702500,-078.44854200,639,11170,18,21.998,ICHO,KCHO,03,ILS-cat-I
4,32.88981400,-080.03053600,26,10970,18,147.541,ICHS,KCHS,15,ILS-cat-I
4,32.91663100,-080.05085600,44,10890,18,327.533,ICCI,KCHS,33,ILS-cat-I
4,39.78666900,-121.85028600,238,11130,18,147.552,ICIC,KCIC,13L,ILS-cat-I
4,41.88424700,-091.69574700,869,10930,18,90.939,ICID,KCID,09,ILS-cat-I
4,41.88470800,-091.73385000,869,11130,18,270.913,IRRU,KCID,27,ILS-cat-I
4,46.22435300,-084.45146100,800,11030,18,149.755,ICIU,KCIU,16,ILS-cat-I
4,39.28691900,-080.23334700,1173,10930,18,202.742,ICKB,KCKB,21,ILS-cat-I
4,41.41949700,-081.84246900,779,11155,18,49.857,ILIZ,KCLE,06L,ILS-cat-I
4,41.41810600,-081.83763900,786,11190,18,49.856,ICLE,KCLE,06R,ILS-cat-III
4,41.40011900,-081.86606100,765,10990,18,229.836,IHPI,KCLE,24L,ILS-cat-I
4,41.39807800,-081.87631900,760,11155,18,229.832,IPVY,KCLE,24R,ILS-cat-I
4,41.41708900,-081.85590300,756,11070,18,273.320,IPXP,KCLE,28,ILS-cat-I
4,30.59988300,-096.36359200,326,11170,18,348.929,ICLL,KCLL,34,ILS-cat-I
4,48.11644400,-123.48516700,291,10890,18,104.640,ICLM,KCLM,08,ILS-cat-I
4,35.22347250,-080.92996750,749,11095,18,48.348,ICLT,KCLT,05,ILS-cat-I
4,35.19738861,-080.95058611,749,11130,18,175.987,IPEP,KCLT,18C,ILS-cat-I
4,35.19738833,-080.93381139,749,11035,18,175.994,IVKQ,KCLT,18L,ILS-cat-I
4,35.19773917,-080.96505250,749,11015,18,175.987,IRGS,KCLT,18R,ILS-cat-I
4,35.20668806,-080.95306000,749,10950,18,228.340,IAPU,KCLT,23,ILS-cat-I
4,35.23165278,-080.95353694,698,11170,18,355.970,IDQG,KCLT,36C,ILS-cat-III
4,35.22816250,-080.96767167,698,11015,18,355.970,IXUU,KCLT,36L,ILS-cat-I
4,35.22602944,-080.93626861,719,10890,18,355.980,IBQC,KCLT,36R,ILS-cat-III
4,40.00138900,-082.87556400,799,10910,18,94.233,ICBP,KCMH,10L,ILS-cat-I
4,39.99332800,-082.86931400,815,10870,18,94.235,IAQI,KCMH,10R,ILS-cat-I
4,39.99577200,-082.91256100,804,10870,18,274.205,ICMH,KCMH,28L,ILS-cat-I
4,40.00340800,-082.91126700,808,10910,18,274.212,IONB,KCMH,28R,ILS-cat-I
4,40.04971400,-088.28872200,754,10910,18,315.711,ICMI,KCMI,32R,ILS-cat-I
4,47.17711400,-088.50191100,1095,11030,18,310.952,ICMX,KCMX,31,ILS-cat-I
4,32.33932500,-104.25520000,3243,11190,18,44.006,ICVD,KCNM,03,ILS-cat-I
4,33.97568100,-117.64973900,617,11150,18,269.420,ICNO,KCNO,26R,ILS-cat-I
4,31.62468600,-097.07246400,470,11070,18,177.566,ICNW,KCNW,17L,ILS-cat-I
4,47.77980300,-116.80478100,2318,11070,18,70.009,ICOE,KCOE,05,ILS-cat-I
4,28.24878900,-080.60371400,9,10910,18,19.825,ICOF,KCOF,02,ILS-cat-I
4,28.21817800,-080.61624700,9,11090,18,199.834,IPKC,KCOF,20,ILS-cat-I
4,43.20893900,-071.50814700,346,10870,18,335.132,ICON,KCON,35,ILS-cat-I
4,38.77599400,-104.68580000,6065,10910,18,180.077,ILPI,KCOS,17L,ILS-cat-I
4,38.82731700,-104.71589200,6190,10990,18,0.053,ICOS,KCOS,35L,ILS-cat-I
4,38.82336400,-092.21462200,880,11070,18,21.360,ICOU,KCOU,02,ILS-cat-I
4,36.67384700,-076.31298300,21,11170,18,36.810,IEYK,KCPK,05,ILS-cat-I
4,42.91554200,-106.44605000,5320,11130,18,43.922,ISYD,KCPR,03,ILS-cat-I
4,42.90899400,-106.44579200,5307,11030,18,88.809,ICPR,KCPR,08,ILS-cat-I
4,38.57551100,-090.16827800,413,10910,18,302.132,ICPS,KCPS,30L,ILS-cat-I
4,33.80431700,-078.73318900,900,11170,18,225.940,ICRE,KCRE,23,ILS-cat-I
4,30.34474400,-081.52006400,42,11170,18,315.162,ICRG,KCRG,32,ILS-cat-I
4,27.76031700,-097.49515600,40,11030,18,135.965,ICRP,KCRP,13,ILS-cat-I
4,27.78267500,-097.49637500,38,10950,18,359.118,IOYC,KCRP,35,ILS-cat-I
4,33.12682500,-117.28889400,325,10870,18,259.075,ICRQ,KCRQ,24,ILS-cat-I
4,38.37901400,-081.59025000,981,11030,18,43.574,IHCV,KCRW,05,ILS-cat-I
4,38.37126700,-081.60037500,945,11030,18,228.977,ICRW,KCRW,23,ILS-cat-I
4,34.90336700,-088.60189200,425,11110,18,173.578,IUUR,KCRX,17,ILS-cat-I
4,32.52331900,-084.92568900,397,11030,18,53.716,ICSG,KCSG,06,ILS-cat-I
4,35.31905300,-099.20151400,1919,10950,18,180.083,IBZF,KCSM,17R,ILS-cat-I
4,35.94876400,-085.09545000,1858,10910,18,253.395,ICSV,KCSV,26,ILS-cat-I
4,33.63949200,-085.15496700,1161,11170,18,343.900,ICTJ,KCTJ,35,ILS-cat-I
4,39.04625800,-084.65110000,874,11190,18,90.192,IURN,KCVG,09,ILS-cat-I
4,39.03324200,-084.66874700,896,11155,18,180.184,ISIC,KCVG,18C,ILS-cat-I
4,39.02549700,-084.64680600,899,11015,18,180.206,ICIZ,KCVG,18L,ILS-cat-I
4,39.04479700,-084.68384200,878,11075,18,180.176,ICJN,KCVG,18R,ILS-cat-III
4,39.04637200,-084.69870600,884,10870,18,270.164,IJDP,KCVG,27,ILS-cat-I
4,39.06769400,-084.66860600,882,10990,18,0.184,ICVG,KCVG,36C,ILS-cat-I
4,39.07374700,-084.68372200,855,11075,18,0.179,IVAC,KCVG,36L,ILS-cat-III
4,39.05875000,-084.64665600,892,11035,18,0.206,IEEI,KCVG,36R,ILS-cat-III
4,34.43343300,-103.07023300,4213,10890,18,45.477,ICVN,KCVN,04,ILS-cat-I
4,44.48386100,-123.29441900,246,11190,18,187.009,ICVO,KCVO,17,ILS-cat-I
4,34.39955000,-103.30436700,4295,10850,18,44.889,IGLO,KCVS,04,ILS-cat-I
4,34.37368600,-103.33558300,4270,10970,18,224.882,ICVS,KCVS,22,ILS-cat-I
4,34.38838100,-103.33670600,4295,10830,18,315.132,IBNN,KCVS,31,ILS-cat-I
4,44.78528600,-089.64165800,1253,11030,18,77.334,ICWA,KCWA,08,ILS-cat-I
4,44.78375600,-089.67620600,1277,11090,18,350.081,IPHS,KCWA,35,ILS-cat-I
4,30.19389200,-093.13399200,17,11070,18,154.503,ICWF,KCWF,15,ILS-cat-I
4,41.84003100,-090.32371900,708,10970,18,26.871,IFNO,KCWI,03,ILS-cat-I
4,30.34479400,-095.40625000,245,10870,18,145.617,ICXO,KCXO,14,ILS-cat-I
4,40.22040800,-076.84007200,337,10910,18,71.136,ICXY,KCXY,08,ILS-cat-I
4,41.15686100,-104.82260600,6145,11010,18,275.300,ICYS,KCYS,27,ILS-cat-I
4,38.72051100,-077.18841900,50,10890,18,313.580,IDAA,KDAA,32,ILS-cat-I
4,29.18608900,-081.04436400,27,10970,18,65.121,IDAB,KDAB,07L,ILS-cat-I
4,29.17197133,-081.07922062,34,10970,18,245.110,IDBF,KDAB,25R,ILS-cat-I
4,32.83974800,-096.83649400,487,11150,18,135.777,IDAL,KDAL,13L,ILS-cat-I
4,32.83248800,-096.84163100,470,11110,18,135.767,IDPX,KDAL,13R,ILS-cat-I
4,32.85390800,-096.86645500,448,11110,18,315.754,ILVF,KDAL,31L,ILS-cat-I
4,32.85795900,-096.85759600,487,11150,18,315.768,IOVW,KDAL,31R,ILS-cat-I
4,36.58074400,-079.33501700,533,11070,18,16.250,IDAN,KDAN,02,ILS-cat-I
4,39.91475300,-084.20913600,990,10890,18,55.240,IATD,KDAY,06L,ILS-cat-III
4,39.89248600,-084.21121700,1004,10830,18,178.529,IDAY,KDAY,18,ILS-cat-I
4,39.88912800,-084.22591700,1009,11030,18,235.253,IEGK,KDAY,24L,ILS-cat-I
4,39.89376900,-084.24853900,995,11190,18,235.230,IVUQ,KDAY,24R,ILS-cat-I
4,42.41085600,-090.71760800,1078,10870,18,315.032,IDBQ,KDBQ,31,ILS-cat-I
4,42.41241900,-090.71205800,1066,11090,18,359.914,IFUQ,KDBQ,36,ILS-cat-I
4,38.86485800,-077.03909400,10,10990,18,355.500,IDCA,KDCA,01,ILS-cat-II
4,38.85962700,-077.03676800,15,10990,18,138.000,IASO,KDCA,19,LDA-GS
4,37.75504200,-099.96080600,2579,11170,18,153.934,IDDC,KDDC,14,ILS-cat-I
4,39.84050000,-088.84541700,680,11090,18,59.061,IDEC,KDEC,06,ILS-cat-I
4,39.84063100,-104.68030000,5352,11155,18,90.517,IDZG,KDEN,07,ILS-cat-I
4,39.87721700,-104.61585000,5291,10890,18,90.558,IFUI,KDEN,08,ILS-cat-I
4,39.86130300,-104.68721900,5351,11110,18,180.510,ILTT,KDEN,16L,ILS-cat-I
4,39.84910800,-104.69661900,5320,11190,18,180.510,IDQQ,KDEN,16R,ILS-cat-I
4,39.82921700,-104.64174400,5367,11015,18,180.540,IBXP,KDEN,17L,ILS-cat-I
4,39.82551100,-104.66058300,5431,10850,18,180.525,IACX,KDEN,17R,ILS-cat-I
4,39.84096900,-104.73029200,5347,11155,18,270.488,IERP,KDEN,25,ILS-cat-I
4,39.87758300,-104.66586700,5355,10890,18,270.529,IJOY,KDEN,26,ILS-cat-I
4,39.89857500,-104.69605300,5320,11190,18,0.510,IDXU,KDEN,34L,ILS-cat-III
4,39.89984200,-104.68677200,5350,11110,18,0.510,IOUF,KDEN,34R,ILS-cat-III
4,39.86404700,-104.66012200,5340,10850,18,0.530,IAQD,KDEN,35L,ILS-cat-III
4,39.86775600,-104.64126900,5315,11015,18,0.540,IDPP,KDEN,35R,ILS-cat-III
4,42.40596100,-083.00416100,626,11130,18,143.394,IDET,KDET,15,ILS-cat-I
4,42.41928600,-083.01756400,626,11130,18,323.427,IVQM,KDET,33,ILS-cat-I
4,32.88827200,-097.06121900,577,10950,18,139.185,ILWN,KDFW,13R,ILS-cat-I
4,32.87587500,-097.02618900,563,11030,18,180.265,IFLQ,KDFW,17C,ILS-cat-III
4,32.87206700,-097.00992500,570,11175,18,180.268,IPPZ,KDFW,17L,ILS-cat-III
4,32.87614700,-097.03009700,558,11135,18,180.259,IJHZ,KDFW,17R,ILS-cat-I
4,32.87635600,-097.05093900,570,11055,18,180.247,ICIX,KDFW,18L,ILS-cat-I
4,32.87609200,-097.05485000,580,11190,18,180.251,IVYN,KDFW,18R,ILS-cat-III
4,32.91329400,-097.02235000,552,11090,18,315.399,IRRA,KDFW,31R,ILS-cat-I
4,32.91862200,-097.02595800,558,11030,18,0.259,IPKQ,KDFW,35C,ILS-cat-III
4,32.91888100,-097.02986700,607,11135,18,0.259,IUWX,KDFW,35L,ILS-cat-I
4,32.90116400,-097.00976400,607,11175,18,0.268,IAJQ,KDFW,35R,ILS-cat-III
4,32.91858900,-097.05463400,598,11190,18,0.251,IBXN,KDFW,36L,ILS-cat-I
4,32.91856100,-097.05072100,595,11055,18,0.247,IFJN,KDFW,36R,ILS-cat-I
4,31.33155000,-085.46276900,401,10830,18,315.075,IDHN,KDHN,32,ILS-cat-I
4,46.80730600,-102.80974200,2574,10830,18,330.459,IDIK,KDIK,32,ILS-cat-I
4,41.94337500,-088.69932200,915,10995,18,19.433,IDJK,KDKB,02,ILS-cat-I
4,29.34778900,-100.76580300,107,11030,18,135.587,IDLF,KDLF,13C,ILS-cat-I
4,29.36947800,-100.79017800,108,10890,18,315.587,IILH,KDLF,31C,ILS-cat-I
4,46.84099200,-092.16669400,1403,11030,18,92.302,IDLH,KDLH,09,ILS-cat-II
4,46.84271400,-092.22617200,1428,10870,18,272.443,IJUD,KDLH,27,ILS-cat-I
4,32.18411700,-110.90236100,2572,10930,25,317.526,IDMA,KDMA,30,ILS-cat-I
4,34.71605600,-084.86259700,710,11090,18,137.390,IDNN,KDNN,14,LDA-GS
4,40.19139200,-087.60136700,644,10850,18,209.104,IDNV,KDNV,21,ILS-cat-I
4,39.14787800,-075.46238600,22,10995,18,3.210,IDOV,KDOV,01,ILS-cat-II
4,39.11431700,-075.46483100,20,11190,18,183.238,ILIR,KDOV,19,ILS-cat-I
4,41.91551231,-088.24637202,758,11170,18,13.968,IGVK,KDPA,02L,ILS-cat-I
4,41.91189700,-088.23838900,757,10950,18,96.042,IDPA,KDPA,10,ILS-cat-I
4,31.48439700,-082.85376900,257,10870,18,36.800,IDQH,KDQH,04,ILS-cat-I
4,37.16330300,-107.74251700,6689,10910,18,37.270,IDRO,KDRO,02,ILS-cat-I
4,41.54005600,-093.64673300,957,11150,18,53.731,IDWW,KDSM,05,ILS-cat-I
4,41.52771900,-093.64833300,957,11190,18,132.463,IVGU,KDSM,13,ILS-cat-I
4,41.54750000,-093.67721900,903,11030,18,312.440,IDSM,KDSM,31,ILS-cat-III
4,33.19114041,-097.19818779,642,10910,18,181.059,IDTO,KDTO,17,ILS-cat-I
4,42.22201900,-083.33235300,646,11150,18,28.620,IHUU,KDTW,03R,ILS-cat-I
4,42.22867500,-083.36448900,642,11195,18,28.609,IHJT,KDTW,04L,ILS-cat-III
4,42.23369400,-083.34816100,646,11070,18,28.623,IDTW,KDTW,04R,ILS-cat-I
4,42.19303900,-083.35370000,631,11150,18,208.620,IEJR,KDTW,21L,ILS-cat-I
4,42.19987200,-083.37307200,646,11070,18,208.598,IDWC,KDTW,22L,ILS-cat-I
4,42.19895300,-083.36545600,646,11015,18,268.695,IEPA,KDTW,27L,ILS-cat-I
4,42.21686700,-083.36925000,639,10850,18,268.692,IDMI,KDTW,27R,ILS-cat-I
4,41.17438600,-078.90853100,1817,10990,18,242.320,IDUJ,KDUJ,25,ILS-cat-I
4,48.12174200,-098.91654200,1457,10870,18,318.163,IVKE,KDVL,31,ILS-cat-I
4,41.59998100,-090.58135300,738,10910,18,149.661,IDVN,KDVN,15,ILS-cat-I
4,32.39754700,-099.84923100,1789,10990,18,168.930,ITYY,KDYS,16,ILS-cat-I
4,32.44421400,-099.86008900,1789,10990,18,348.855,IDYS,KDYS,34,ILS-cat-I
4,40.73913300,-099.00663100,2131,11090,18,7.423,IEAR,KEAR,36,ILS-cat-I
4,47.39022200,-120.19442800,1220,10935,18,135.102,IADJ,KEAT,12,ILS-cat-I
4,44.85860800,-091.49367200,882,10950,18,224.876,IEAU,KEAU,22,ILS-cat-I
4,30.34434800,-085.78957900,68,11115,18,159.400,IPUK,KECP,16,ILS-cat-I
4,34.89123000,-117.91151000,2302,10800,18,238.087,MEDW,KEDW,22,ILS-cat-I
4,34.89152800,-117.91090800,2302,11010,18,238.115,IEDW,KEDW,22,ILS-cat-I
4,42.90567326,-072.26945540,488,10890,18,3.244,IEEN,KEEN,02,ILS-cat-I
4,29.58932800,-095.16372200,25,11030,18,178.843,ILPV,KEFD,17R,ILS-cat-I
4,29.59474700,-095.16675600,32,11010,18,223.702,IFNF,KEFD,22,ILS-cat-I
4,29.62204400,-095.16448100,32,11110,18,358.843,IEFD,KEFD,35L,ILS-cat-I
4,30.63715800,-086.52313600,193,11170,18,180.939,IEGI,KEGI,18,ILS-cat-I
4,33.31883537,-086.91752914,699,11175,18,49.679,IEKY,KEKY,05,ILS-cat-I
4,33.21215800,-092.82095300,247,11110,18,225.786,IELD,KELD,22,ILS-cat-I
4,42.16786900,-076.88019400,954,10910,18,50.299,IUEK,KELM,06,ILS-cat-I
4,42.15296100,-076.90441100,954,10910,18,230.282,IELM,KELM,24,ILS-cat-I
4,31.79886700,-106.40358300,3911,11150,18,229.847,IELP,KELP,22,ILS-cat-I
4,36.32641400,-097.91467800,1293,10890,18,180.054,ILVC,KEND,17C,ILS-cat-I
4,36.35937800,-097.91465600,1269,11010,18,0.008,IEND,KEND,35C,ILS-cat-I
4,42.60029698,-087.92167682,743,10935,18,63.676,IENW,KENW,06L,ILS-cat-I
4,35.02480200,-080.61241300,679,10975,18,46.900,IEQY,KEQY,05,ILS-cat-I
4,42.08772800,-080.16356400,733,11030,18,54.394,IERI,KERI,06,ILS-cat-I
4,42.07558100,-080.18640800,733,11030,18,234.386,IAWY,KERI,24,ILS-cat-I
4,45.72051100,-087.08336900,609,10930,18,90.903,IESC,KESC,09,ILS-cat-I
4,31.39450000,-092.31016700,112,11150,18,270.873,IESF,KESF,26,ILS-cat-I
4,38.81182500,-076.06109700,68,10935,18,30.407,IFGH,KESN,04,ILS-cat-I
4,44.11399700,-123.20241700,370,11175,18,179.320,IADE,KEUG,16L,ILS-cat-I
4,44.10942200,-123.21876400,374,11010,18,179.390,IEUG,KEUG,16R,ILS-cat-II
4,38.04966700,-087.51707500,418,10990,18,37.982,IDSO,KEVV,04,ILS-cat-I
4,38.02891400,-087.53764200,418,10990,18,217.970,IEVV,KEVV,22,ILS-cat-I
4,41.27013652,-111.04900420,7143,10890,18,246.700,IEVW,KEVW,23,ILS-cat-I
4,41.68420800,-070.95125600,80,10970,18,38.354,IEWB,KEWB,05,ILS-cat-I
4,38.04373900,-097.27638900,1516,11170,18,180.006,ICAC,KEWK,17,ILS-cat-I
4,35.08116700,-077.03692200,18,11050,18,30.603,IEWN,KEWN,04,ILS-cat-I
4,40.70482500,-074.16073300,11,11075,18,25.740,IEWR,KEWR,04L,ILS-cat-I
4,40.70442800,-074.15717800,9,10870,18,25.738,IEZA,KEWR,04R,ILS-cat-III
4,40.67545800,-074.17559700,8,10870,18,205.738,ILSQ,KEWR,22L,ILS-cat-I
4,40.67414206,-074.18024003,18,11075,18,205.733,IJNN,KEWR,22R,ILS-cat-I
4,35.78631800,-080.29602300,733,10875,18,50.600,IEXX,KEXX,06,ILS-cat-I
4,39.82429831,-086.29836833,823,11150,18,205.450,IEYE,KEYE,21,ILS-cat-I
4,32.22766900,-083.12501900,302,10955,18,15.320,IHUV,KEZM,02,IGS
4,46.90539200,-096.81643600,899,10890,18,180.471,IAAM,KFAR,18,ILS-cat-I
4,46.93683900,-096.81606100,895,11030,18,0.471,IFAR,KFAR,36,ILS-cat-I
4,36.78563600,-119.73294400,331,11130,18,305.475,IFAT,KFAT,29R,ILS-cat-III
4,35.00317200,-078.87316400,189,11050,18,31.075,IGRA,KFAY,04,ILS-cat-I
4,37.41445300,-077.53294200,237,10830,18,321.229,ICFU,KFCI,33,ILS-cat-I
4,44.82609400,-093.44935600,906,10970,18,101.059,IFCM,KFCM,10R,ILS-cat-I
4,39.40625300,-077.38412200,303,11030,18,220.380,IFDK,KFDK,23,ILS-cat-I
4,46.29078900,-096.16457200,800,11150,18,313.285,IFFM,KFFM,31,ILS-cat-I
4,39.84011700,-084.02761900,823,10970,18,48.818,IFAE,KFFO,05L,ILS-cat-I
4,39.80922500,-084.07359400,825,10970,18,228.812,IFFO,KFFO,23R,ILS-cat-I
