icao,latitude,longitude,name
3Y2,42.9850865,-91.790604,GEORGE L SCOTT MUNI
KSTF,33.4331235,-88.848604,GEORGE M BRYAN
54TA,32.29972222,-96.87333334,George P Shanks
KBXA,30.813714,-89.864954,GEORGE R CARR MEM AIR FLD
KCDK,29.137745,-83.04984362,George T Lewis
8FL6,30.67352472,-86.85190417,George T Mc Cutchan
MYEG,23.466667,-75.7816665,GEORGE TOWN
YGTO,-41.07943611,146.84087439,George Town (TAS)
K97,39.59949166,-90.83124056,George W Schuster
51MO,37.12171805,-89.84759195,Georger Farms
NA44,47.65416527,-99.15956167,Georgeson Farm Strip
YGTN,-18.30381000,143.53223213,Georgetown
E36,38.9209165,-120.86475,Georgetown
KGGE,33.3120498333333,-79.3171475,GEORGETOWN CO
KGTU,30.67926400,-097.67652900,Georgetown Muni
27K,38.2344335,-84.434693,GEORGETOWN SCOTT CO MARSHALL FLD
31GA,34.07926583,-84.62937834,Georgia Lite Flite
EDAJ,50.8806572,12.1373281,Gera Leumitz
EBGG,50.75245300,003.86373100,Geraardsbergen Overboelare
LL43,41.45003361,-89.16675112,Gerald H Hamer
KGRR,42.88410062,-085.52939999,Gerald R Ford Intl
H33,39.08476833,-89.95565806,Gerald Weidner
5U8,47.59664,-110.26603667,Geraldine
YGEL,-28.79600700,114.70292300,Geraldton
CYGQ,49.7784725,-86.9393065,GERALDTON GREENSTONE REGIONAL
SKBU,3.8196265,-76.989765,GERARDO TOBAR LOPEZ
19OK,35.72843499,-95.97721501,Gerhart
OH60,40.95366138,-84.27355889,Gerker Airfield
7D9,41.777829,-80.9039765,GERMACK
SKPQ,5.483611,-74.657361,GERMAN OLANO AB
CYGS,55.766998,-124.688698,Germansen Landing
AR18,34.77148583,-90.84039139,Gerrard
WV15,39.48342555,-78.92641362,Gerstell Farms
TE36,29.39190944,-97.18470917,Gerum Farm
66F,32.40012138,-100.36704778,Gesin Ranches
SSYP,-4.520833335,-43.91944444,Gessomar
EK22,55.55216112,9.185304765,Gesten
LEGT,40.29975200,-003.72591700,Getafe
4II6,38.37923,-86.08164,Gettlefinger Field
W05,39.8408335,-77.2741695,GETTYSBURG ARPT AND TRAVEL CENTER
0D8,44.98691675,-99.95322025,GETTYSBURG MUNI
SSGV,-27.8630562,-52.1855545,Getulio Vargas
AGEV,-07.57819911,156.59807552,Geva
LF05,48.766667,5.7,Geville
WX92,-04.64914189,138.75195456,Geyarek (CAMA)
7CL8,38.66411666,-114.63222473,Geyser Ranch
BIGE,64.3109665,-20.2707901,Geysir
HLTD,30.1454305,9.70888875,GHADAMES EAST
OE55,21.2269585,55.267324,GHAFAH
OIIG,35.644764,51.3822525,GHALE MORGHI
HLGT,25.14174975,10.14589575,GHAT
OIIK,36.24006,50.0471515,GHAZVIN
OIIA,35.952096,50.450778,GHAZVIN AZADI
LIPL,45.4321665,10.267667,GHEDI
LFKG,42.04505700,009.39676800,GHISONACCIA ALZITONE
50E,36.302795,-106.48808945,Ghost Ranch Strip
DAOV,35.207725,0.147143,GHRISS
5NA3,47.18915972,-100.42400723,Ghylin
YGIB,-16.42047802,126.43957343,Gibb River
09II,38.44727972,-86.44498473,Gibbons Field
03OH,41.41838527,-83.01741612,Gibbs Field
FYGI,-25.1272,17.76185,Gibeon
TN68,35.76867722,-86.54666667,Gibson
KTGC,35.932453,-88.848939,GIBSON CO
IL65,41.00503722,-90.70847084,Gibson Rla
KGYB,30.1692665,-96.980018,GIDDINGS LEE CO
M85,36.4437485,-89.9038315,GIDEON MEM
YGID,-27.26836552,119.40647167,GIDGEE
EDNG,48.63517,10.2154989,Giengen Brenz
1NA5,46.62497861,-99.45038723,Gienger Box Bar Ranch
8G3,42.06867611,-78.40446306,Giermek Executive
EDFL,50.544423995,8.591287,Giessen Luetzelinden
EDX2,50.60615452,008.72861197,Giessen Wieseckaue
3PA4,41.77785305,-76.13715056,Giffin
YGIF,-24.04615752,116.21741354,GIFFORD CREEK STN
RJNG,35.3940765,136.8696665,GIFU
X6GI,55.65564048,-005.75461922,Gigha
KGBN,32.8885638333333,-112.724910333333,GILA BEND AF AUX
E63,32.9580555,-112.6783305,GILA BEND MUNI
34AZ,33.2429855,-111.9104875,GILA RIVER MEMORIAL
73PA,39.92954305,-76.77080251,Gilbert
49OH,41.36671472,-81.96652917,Gilbert
SC45,33.88403527,-81.38176834,Gilbert International
YGBS,-19.21459164,143.66224057,GILBERTON STATION
0ND0,47.92917138,-99.40040973,Gilbertson Field
CA64,35.68690222,-119.59984528,Gilbreath Bros Duck Club
SNGB,-9.833333,-45.3669434,Gilbues
YGLS,-25.04467702,128.29795606,Giles
8H0,40.28421111,-90.90596695,Giles Griswold
YGPI,-23.28855137,119.15243651,GILES PT
77PN,40.78396722,-77.20665056,Gilfert
WX93,00.46072800,111.07093900,Gilgal (MAF)
YGIL,-31.69888420,148.63407341,Gilgandra
MY11,43.521355,-92.65851473,Gilgenbachs
OPGT,35.91841675,74.3390605,GILGIT
WA0E,-03.99525766,139.67331031,Gilika
CYGX,56.35783,-94.710327,Gillam
36IS,40.92642666,-90.73124834,Gillen
T82,30.243242,-98.9091865,GILLESPIE CO
KSEE,32.82522087,-116.97408827,Gillespie Field
66B,45.03340944,-67.34943556,Gillespie Fld
AR82,34.17120777,-92.69599612,Gillespie Strip
KGCC,44.34838179,-105.53697440,GILLETTE CAMPBELL CO
OR51,44.71956666,-122.69953056,Gillette Field
LA54,32.83764027,-93.83767889,Gilliam
8T2,29.13913361,-98.11334056,Gillingham
01OH,41.28283083,-83.14797501,Gillmor
20I,39.83032999,-84.5096725,Gilmer
49A,34.6278655,-84.524929,GILMER CO
II65,40.88753833,-87.12363223,Gilmore
57K,38.12836305,-94.748015,Gilmore
OR86,44.75539888,-123.04703834,Gilmour Ag Air
55OK,36.22398666,-95.57831084,Gilstrap Field
II54,38.81589111,-85.44634889,Giltner
EHGR,51.56835200,004.93171800,Gilze Rijen
RKPK,35.180657,128.9379815,GIMHAE INTL
CYGM,50.627915,-97.0420845,GIMLI INDUSTRIAL PARK
18MO,36.96255444,-93.17073695,Gimlin
YGDL,-30.28494959,121.77476734,GINDALBIE HS
YGIG,-31.46682714,115.86165772,Gingin
LIBV,40.76700590,016.93442730,GIOIA DEL COLLE
22OI,41.14894611,-80.84008362,Giovannone
YGIR,-22.68401585,114.36661935,GIRALIA
AQY,60.96609583,-149.12578917,Girdwood
VE41,24.2019315,86.2897655,GIRIDIH
LEGE,41.89924518,002.76462100,Girona
AYGR,-08.80720238,148.30857649,Girua
NZGS,-38.66161500,177.98262000,Gisborne
HRYG,-1.677203,29.258875,GISENYI
UT45,38.5123265,68.6724625,GISSAR
15IL,41.79725388,-89.27315167,Gittleson Farms
LAGJ,41.89084725,19.595014,GJADER
LA10,40.0873195,20.1530665,GJIROKASTER
CYHK,68.63262590,-095.84796470,Gjoa Haven
BIGJ,65.99514841,-021.32964993,Gjogur
EN13,60.26740915,012.02190997,Gjolstad
KGZ,61.45513444,-142.38095084,Glacier Creek
KGPI,48.311132467,-114.253188745,GLACIER PARK INTL
AK17,59.76356472,-151.22324195,Glacierview Strip
2XS3,32.0169445,-95.700417,GLAD OAKS
OH37,39.01173888,-82.78850362,Glade
YGDV,-20.24753678,142.44244566,GLADEVALE HS
07F,32.52867475,-94.97167475,GLADEWATER MUNI
7LA4,30.12520388,-92.21957139,Gladney
YGLA,-23.87113537,151.22326428,Gladstone
YGDT,-33.28958269,138.32567112,GLADSTONE (SA)
KGDW,43.970077,-84.47554175,GLADWIN ZETTEL MEM
98VA,38.94233277,-77.54221334,Glascock
NE85,41.68544623,-098.30299998,Glaser
06TA,30.90852027,-97.11693639,Glaser Field
EGPF,55.86977243,-004.43040165,Glasgow
07MT,48.421093,-106.5277165,GLASGOW INDUSTRIAL
KGLW,37.031779,-85.953754,GLASGOW MUNI
ED07,50.24306186,008.39519547,Glashuetten - Oberems
CJE5,53.377224,-108.342224,Glaslyn
TS74,33.36261444,-97.29446278,Glass
74TA,28.45026416,-100.15034223,Glass Ranch
4TS8,29.374861,-99.3419445,GLASSCOCK FLD
0H4,39.52503472,-87.80586334,Glatthaar
SD99,43.62497472,-96.75032862,Glawes
SWHO,-11.53361111,-56.55055556,Gleba Oscar Americano I
FD81,29.70274388,-82.42566362,Gleim Field
83R,29.52939916,-97.78833417,Glen Beicker Ranch
YGGL,-14.84893714,143.27401017,GLEN GARLAND
YGHG,-18.24823447,145.12443141,GLEN HARDING
YGLI,-29.67497554,151.69296656,Glen Innes
YGPE,-22.61907475,149.94394149,GLEN PRARIE
YGRU,-18.07361323,145.40969716,GLEN RUTH
D57,46.8143065,-101.8651875,GLEN ULLIN REGIONAL
7V4,39.38887222,-107.16004945,Glen-Aspen
MD46,39.26954944,-77.00525556,Glenair
YGLC,-31.62147367,148.19383476,GLENCOE
KGYL,44.756043,-94.08121,GLENCOE MUNI
KGWV,39.94868499,-80.75952973,Glendale Fokker Field
KGEU,33.52759400,-112.29831200,Glendale Muni
YGLD,-30.98097285,135.77818503,Glendambo
YGLX,-43.23320911,147.00295113,Glendevie
YGDD,-21.32648058,148.09436412,GLENDON
X6MU,56.51649672,-005.91356567,Glenforsa
YGLE,-24.79774927,139.59529587,GLENGYLE
TS11,33.10705972,-95.92996667,Glenmar
UT41,40.339543675,-112.000045945,Glenmar Ranch
8I3,40.428623605,-86.20120849,Glenndale
U89,42.9456945,-115.3301385,GLENNS FERRY MUNI
NZGY,-44.8716621,168.3975067,Glenorchy
YGLO,-22.88875720,138.82546249,Glenormiston
YGLN,-32.25841960,138.64070681,GLENROY ESTATES
YGLR,-17.30567680,126.08004159,GLENROY STN
NZGT,-43.910385,170.128166,GLENTANNER
31KY,38.51833333,-85.01833334,Glenwood Hall Resort
KGHW,45.64438125,-95.32048675,GLENWOOD MUNI
KGWS,39.508054,-107.311386,GLENWOOD SPRINGS MUNI
E94,33.35283972,-108.86728584,Glenwood-Catron County
17OR,43.26416666,-123.11027778,Glide Aero
MS09,34.10177555,-90.70121167,Glidwell Flying Service
29ND,47.10277111,-98.87816362,Glinz Farms
MS52,30.80490944,-89.65923528,Glorice P Wills
EGBJ,51.89209344,-002.16074653,Gloucester
YGCR,-32.05169128,151.97555359,GLOUCESTER
97G,43.00003194,-84.59582028,Glowacki
LOLU,47.950278,13.866667,Gmunden
YGAR,-23.79399669,113.52896297,GNARALOO HS
DXXX,06.16907140,001.25265009,GNASSINGBE EYADEMA INTL
ESSZ,59.1025034333333,17.2166684666667,Gnesta Vangso
KDVO,38.141793235,-122.553630605,GNOSS FLD
YGNW,-33.97568199,118.00596853,GNOWANGERUP
86M,34.82925638,-91.9543075,Goacher
SWGL,-18.39138889,-52.10444444,Goalcool
NJ79,40.351495,-74.90933251,Goat Hill
FYGO,-23.5493,15.04285,Gobabeb
SAVV,-40.86752075,-62.99712475,GOBERNADOR CASTELLO
SA6O,-33.66611111,-59.833888885,GOBERNADOR CASTRO EL GIRASOL
SA6P,-30.30416667,-60.368888885,GOBERNADOR CRESPO AEROCLUB
SAWR,-48.7833328,-70.160553,Gobernador Gregores
FYGC,-24.86,18.82335,Gochas
04MA,42.80981138,-71.13922528,Goddard
OK85,34.3001375,-96.916943,GODDARD RANCH
HAGO,5.9345985,43.5781445,GODE
CYGD,43.7659476666667,-81.7086113333333,GODERICH
SN91,38.10974472,-96.11555056,Godfrey
6II8,38.65449166,-87.28279167,Godhavit
KFTK,37.90636981,-085.96661961,GODMAN AAF
0NA1,46.245515,-97.03758556,Goerger
50OR,44.09734472,-120.94724112,Goering Ranches
EK23,55.5519528,11.197478655,Goerlev
EK24,55.88477369,12.228230245,Goerloese
EBTN,50.76600300,004.95777700,Goetsenhoven
KIWD,46.527551,-90.1313445,GOGEBIC IRON CO
WA05,45.82761472,-122.57620973,Goheen
SBVT,-20.25421100,-040.29052700,Goiabeiras
SWGO,-15.34,-49.13611111,Goianesia
SSGW,-24.220333,-53.044486,GOIO ERE
4S1,42.4134725,-124.4243055,GOLD BEACH MUNI
YBCG,-28.16366800,153.50896300,Gold Coast International
97PN,40.37510222,-75.34962139,Gold Mine Field
CYGE,51.2983335,-116.9815275,GOLDEN
CO61,37.84222722,-105.21388778,Golden Field - Yellow Hat
YGGE,-28.76305278,116.96730253,Golden Grove
FL06,30.90296222,-87.04385528,Golden Harvest Flying Svc Inc
30X,27.39615222,-80.92061806,Golden Land Ranch
Z70,63.37065,-148.85033612,Golden North Airfield
KGTR,33.45089991,-088.58841351,Golden Triangle Rgnl
S20,45.8320735,-120.8452735,GOLDENDALE
0L5,37.71798833,-117.23841195,Goldfield
AZ25,33.6,-111.60527778,Goldfield Ranch
NC25,35.508889,-80.311107,GOLDHILL
KGWW,35.460553,-77.9649305,GOLDSBORO WAYNE MUNI
00CA,35.354833,-116.8854165,GOLDSTONE GTS
EPSC,53.58739000,014.90696000,GOLENIOW
MRGF,8.653775,-83.181932,GOLFITO
22WA,47.82015277,-118.68694862,Gollehon
ZLGM,36.40370083,094.78908499,Golmud
MHLC,15.73868300,-086.85626200,Goloson Intl
PAGL,64.54846976,-163.01518457,GOLOVIN
FZNA,-1.6708155,29.2384625,GOMA
UMGG,52.52338364,031.01610615,Gomel
SA6Q,-35.09555556,-58.08527778,GOMEZ
SKAP,4.076071,-73.5627305,GOMEZ NINO APIAY AB
OI24,37.246093,55.0958875,GONBAD GHABUS
HAGN,12.5199015,37.434039,GONDAR
VA2C,21.5262165,80.290431,GONDIA
WMGK,5.7995725,102.4842205,Gong Kedak
T20,29.528014,-97.4613805,GONZALES MUNI
SA6R,-38.033055555,-60.13388889,GONZALEZ CHAVES
SKTU,-8.0666666,-76.7480545,Gonzalo Mejia
II73,40.22615694,-84.83496278,Good Earth Farm Strip
CT59,41.55009555,-73.26622695,Good Hill Farm
MD74,39.47426833,-77.19525973,Good Neighbor Farm
14CO,38.09722805,-104.91026306,Good Pasture
TA16,32.02792055,-99.10728306,Goodall Ranch
23F,32.93679194,-97.18112417,Goode
1IL5,41.33586555,-90.78819723,Goode
9I2,37.64143638,-87.13166334,Goode Airpark
TX43,32.50986,-96.00274667,Goode Field
83IN,40.73976416,-86.00054612,Goodenough
FBGH,-25.435,25.4086,Goodhope
70OR,45.40955888,-123.14899584,Goodin Creek
MI29,42.37642472,-83.79272001,Gooding
KGNG,42.9171665,-114.765157,GOODING MUNI
9TS6,32.37888888,-97.17833334,Goodlett Field
88ND,48.7088825,-97.99398973,Goodman Strip
GNU,59.11727555,-161.58139667,Goodnews
2NC8,35.52541638,-80.63978973,Goodnights
4NC8,35.42236222,-80.62062306,Goodnights Field
YGDA,-29.07292044,147.38763454,Goodooga
CKF4,54.411945,-109.237221,Goodsoil
42B,41.44565444,-72.4556425,Goodspeed
64CL,33.85640527,-118.27729445,Goodyear Blimp Base
YGGI,-33.99135869,145.71953601,GOOLGOWI
YGWA,-35.47447564,138.74302695,Goolwa
YGMD,-12.09477520,133.68072602,GOOMADEER
YGOM,-31.36161094,116.88632178,Goomalling
YGDI,-28.51997583,150.32564052,Goondiwindi
YGGR,-30.04155648,121.14152167,GOONGARRIE MINE
YGGO,-31.31411239,150.91212220,GOONOO GOONOO HS
CYYR,53.31882025,-60.42388975,Goose Bay
Z40,61.39445138,-149.84555556,Goose Bay
28A,35.12097944,-80.58728945,Goose Creek
1LA3,30.030765,-92.83348139,Goose Island
ME45,43.40564111,-70.4322725,Goosefair
OR29,44.11125,-121.333889,GOPHER GULCH
WI87,44.64107361,-91.51265889,Gopher STOL
VEGK,26.7397085,83.4497085,GORAKHPUR
NM40,32.96341972,-105.99915584,Gorby Ranch
0LL6,41.69836277,-88.60757723,Gord
8A5,33.54937825,-84.167855,Gorden E Bellah International
35I,39.83283749,-83.56714389,Gordin
AU34,-22.99249872,149.31962473,Gordon
YGRN,-22.93499353,149.33800766,GORDON
5LL5,40.70142638,-89.88399862,Gordon Brown
YGDN,-18.67465528,128.59116052,GORDON DOWNS
CBL3,58.81011060,-122.78443575,Gordon Field
KGRN,42.80188044,-102.17894466,GORDON MUNI
KGVE,38.15598722,-78.165775275,Gordonsville Municipal
3T0,33.83710479,-096.81478115,Gordonville-Cedar Mills
NZGC,-46.1578814,168.898391733333,Gore
4FL9,28.14334972,-81.64702028,Gore
CYZE,45.8852775,-82.567779,GORE BAY MANITOULIN
OING,36.909379,54.401339,GORGAN
NH05,44.39311666,-71.19674223,Gorham
LIPG,45.90700530,013.59713360,Gorizia
VNGK,28.03855235,84.4659827,Gorkha
0F6,32.20430416,-98.66561001,Gorman
OI60,40.75477916,-82.39155306,Gorman
LBGO,43.14650300,025.72167700,Gorna Oryahovitsa
AYGA,-06.08365181,145.39078409,Goroka
WAMG,00.63879300,122.85116600,Gorontalo Jalaluddin
SNGR,-7.78361111,-51.13388889,Gorotire
YGOR,-15.48260528,133.17620586,GORRIE
UI37,53.013705,108.3247855,Goryachinsk
OH66,39.23950416,-84.17632389,Goshen International
KGSH,41.52690125,-85.79302225,GOSHEN MUNI
UT65,39.997994,-113.977086,GOSHUTE
78V,43.71744858,-106.66420853,Gosney
MN52,47.22910416,-93.09214445,Gospel Ranch
EN07,62.83525270,006.83119095,GOSSA
8WA7,47.11516722,-117.57408667,Gossard Field
ESGG,57.66504711,012.29633650,Goteborg Landvetter
ESGP,57.77723700,011.88282500,Goteborg Save
ESGN,58.5786095,13.6105537,Gotene Brannebrona
91WI,44.29385194,-90.03207445,Gottschalk Field
10T,29.66689722,-97.50027223,Gottwald Field
YGLB,-34.80657267,149.73330626,Goulburn
K57,40.4462265,-95.3672935,GOULD PETERSON MUNI
46TA,28.12611861,-98.85974362,Gould Strip
GM47,29.0266695,-10.0504595,GOULIMINE
YPGV,-12.27008517,136.82209808,Gove
SBPV,-08.71147000,-063.90266000,Governador Jorge Teixeira De Oliveira
SBGV,-18.895236,-41.982214,Governador Valadares
MYEM,25.2847025,-76.3310085,GOVERNORS HARBOUR
D59,42.50394972,-78.95059001,Gowanda
6WA2,47.111485,-122.82124723,Gower Field
EIGN,53.1880569,-6.636666725,Gowran Grange
SATG,-29.106017,-59.218643,GOYA
SA6S,-29.16611111,-59.250555555,GOYA AEROCLUB
SA6T,-29.16083333,-59.18138889,GOYA ITALAVIATION
WA0F,-03.72596058,138.42676018,Goyage
FAGR,-32.1928475,24.5407505,Graaff Reinet
8OR6,45.78233611,-122.89399362,Grabhorns
NY48,42.33813805,-74.74904445,Graces Landing
LPGR,39.092168,-28.029849,GRACIOSA
88G,41.91976833,-83.73493862,Gradolph Fld
LB21,42.2903015,24.7139805,GRAF IGNATIEVO
LB39,42.26319,24.719315,GRAF IGNATIEVO SOUTH
EDNF,48.823333,13.369167,Grafenau
ETIC,49.6986875,11.9401765,GRAFENWOHR AAF
YGFN,-29.75966563,153.02859625,Grafton
02A,32.850483,-86.611436,GRAGG WADE FLD
48AK,61.79308888,-148.49249612,Graham
OH82,40.15340305,-81.97346806,Graham Farm
SN72,38.30001972,-95.43998056,Graham Farms
9KS7,38.27779805,-95.44331417,Graham Farms Auxiliary
XS31,33.70177249,-96.83194528,Graham Field
7K7,42.53618879,-096.48784435,Graham Field
FL40,26.840895,-81.15173584,Graham Landing Strip - Moore Haven
KRPH,33.11023125,-98.55528275,GRAHAM MUNI
U45,43.95517833,-115.27259112,Graham USFS
OH81,41.22560944,-81.94152723,Grahams Landing
FAGT,-33.2854363333333,26.4968013333333,Grahamstown
FB17,-23.65,21.9667,Graignar
SNGJ,-5.8002782,-46.1338882,Grajau
NK76,42.89173194,-77.04969223,Grammar
YGMP,-37.04919299,142.27054340,GRAMPIANS
GCLP,27.93578100,-015.39082200,Gran Canaria
YGNA,-20.07251065,140.37133450,GRANADA
LEGR,37.18415387,-003.77630018,Granada
LEGA,37.13575700,-003.63008400,Granada Armilla
89OH,40.42506694,-80.67479862,Granatir
KGDJ,32.444418,-97.816933,GRANBURY MUNI
KGNB,40.089708,-105.9172365,GRANBY GRAND CO
CO86,40.04861111,-105.93833334,Granby Sports Park
MYGM,26.63333055,-78.36666944,Grand Bahama Aux AF
MYGF,26.55609851,-078.69252824,Grand Bahama Intl
1Z1,36.25970277,-113.23132278,Grand Canyon Bar Ten Airstrip
L37,35.52832638,-113.24742806,Grand Canyon Caverns
KGCN,35.95170426,-112.14226868,GRAND CANYON NATIONAL PARK
1G4,35.983461,-113.8172335,GRAND CANYON WEST
FAGC,-25.98777400,028.13825000,Grand Central
3W7,47.9220445,-119.083015,GRAND COULEE DAM
CZGF,49.015278,-118.430275,GRAND FORKS
KRDR,47.961279,-97.400811,GRAND FORKS AFB
KGFK,47.946388125,-97.1716267275,Grand Forks Int'l
VTY1,14.02674600,099.33638800,Grand Garden
C02,42.614907,-88.3895845,Grand Geneva Resort
K15,38.1104475,-92.6805585,GRAND GLAIZE OSAGE BEACH
3GM,43.0340035,-86.1989055,GRAND HAVEN MEM AIRPARK
3O9,36.57695,-94.861814,GRAND LAKE RGNL
CCN2,44.7133335,-66.7963905,GRAND MANAN
Y98,46.62081611,-85.91682528,Grand Marais
KCKC,47.83834,-90.3829515,GRAND MARAIS COOK CO
KGPM,32.70224734,-097.04948036,GRAND PRAIRIE MUNI
8VA1,38.45429305,-78.18639001,Grand Pre Farm
KGPZ,47.2125223333333,-93.5091296666667,GRAND RAPIDS ITASCA CO GORDON NEWSTROM
KCRE,33.80865767,-078.72468219,Grand Strand
PH3,43.975201,-80.255699,Grand Valley
02TX,32.23348055,-97.40029445,Grand Valley Lands
WN23,48.101707645,-123.17958726,Grand View International
OK30,36.49175055,-95.05024056,Grandcraft Landing Strip
TFFA,16.30002500,-061.08114300,Grande Anse La Desirade
CEQ5,53.9169445,-118.8743055,GRANDE CACHE
CYQU,55.1821525,-118.88595475,GRANDE PRAIRIE
FY1A,-27.50445,17.5264,Grande View Lodge
1O1,34.241469,-98.7403085,GRANDFIELD MUNI
II01,40.75615805,-85.25052639,Grandlienard-Hogg
50KS,37.66557333,-98.61980778,Grandpas Farm
0C7,41.52197694,-89.13258445,Grandpas Farm Mendota
ID34,47.98462583,-116.682975,Granite
AU85,-26.94593368,133.60838048,Granite Downs Airport
KGDB,44.753282,-95.556018,GRANITE FALLS MUNI LENZEN ROE MEM FLD
PGSZ,65.402132,-161.2814735,GRANITE MOUNTAIN AFS
YGRP,-25.67190308,121.36184292,GRANITE PEAK
32R,30.58935472,-98.37030362,Granite Shoals Municipal
YGRS,-28.77060992,122.44054794,GRANNY SMITH
01C,43.34168861,-85.7750475,Grant
3GA0,33.5275,-84.15694445,Grant
W99,38.994939,-79.1458655,GRANT CO
1V2,42.00591445,-101.76927955,GRANT CO
KSVC,32.636864,-108.15655425,GRANT CO
KMWH,47.2106244,-119.3210395,GRANT CO INTL
5J0,44.40300000,-118.96194500,Grant Co Rgnl Ogilvie Fld
KGGF,40.86986064,-101.73090680,GRANT MUNI
KGNT,35.17030000,-107.90334300,Grants Milan Muni
3S8,42.50969700,-123.38943500,Grants Pass
KGTG,45.79868275,-92.66360825,GRANTSBURG MUNICIPAL
B01,43.42507111,-73.26205306,Granville
LFRF,48.88112000,-001.56395400,Granville
FY1B,-24.2167,17.41665,Gras
U91,42.36656583,-115.88425973,Grasmere
78G,43.2378025,-83.52439862,Grass Roots
OK48,36.87503222,-97.09615,Grass Roots
FB18,-21.7167,22.35,Grassland
62VA,36.66987305,-76.7285675,Grasso Salvage
UT47,37.101929,-113.3138405,GRASSY MEADOWS SKY RANCH
KAMN,43.32568114,-084.68649176,GRATIOT COMMUNITY
2TA1,31.39018388,-94.69104139,Gravco
3PN6,41.75005638,-80.08311167,Gravel Run
CJM4,49.86926753,-106.56944948,Gravelbourg
1Q5,39.44988166,-122.95527889,Gravelly Valley
VA12,36.64680416,-79.79698056,Gravely
0IN3,41.11670722,-86.66667862,Graves Landing Strip
99KY,37.65555555,-84.69027778,Gravity Zero
EN26,63.05496628,008.71270591,GRAVVOLD
06R,29.94189222,-96.24607445,Grawunder Field
71I,39.57365888,-85.91387056,Gray
KGRF,47.079218,-122.580783,GRAY AAF
04CA,34.5638885,-117.675,GRAY BUTTE FLD
NM64,31.45870555,-108.86255834,Gray Ranch
LFEV,47.433449,5.617113,Gray Saint Adrien
PA82,41.60007861,-75.68296723,Grayce Farms
KGX,62.89463852,-160.06654859,Grayling
KGOV,44.68033275,-84.72881175,GRAYLING AAF
2GC,34.884167,-78.835557,GRAYS CREEK
KGYI,33.7146848333333,-96.6751696666667,GRAYSON CO
M20,37.3982225,-86.2609445,GRAYSON CO
PS46,40.36232694,-75.18017334,Graystrip
YGRT,-36.84704329,144.93162314,GRAYTOWN
CA39,38.43463305,-122.56359362,Graywood Ranch
LOWG,46.99603989,015.44564108,Graz Thalerhof
LIRM,41.05969620,014.08328150,GRAZZANISE
NZGB,-36.24379300,175.46783400,Great Barrier
FF4,66.701797,-119.7043,Great Bear Lake
KGBD,38.343307,-98.85983825,GREAT BEND MUNI
KGTF,47.48084000,-111.35958000,Great Falls Intl
MYBG,25.738329,-77.8401125,GREAT HARBOUR CAY
YGKL,-23.18275147,150.93812468,Great Keppel Island
33MI,46.06661555,-88.00763278,Great Lakes
YGRL,-37.84154158,147.99749541,Great Lakes Airfield
N56,42.20506388,-78.64725056,Great Valley
EGSD,52.635044525,1.7239611325,Great Yarmouth
K06,39.972843,-90.4036195,GREATER BEARDSTOWN
KBGM,42.20818725,-75.98032175,GREATER BINGHAMTON EDWIN A LINK FLD
KCBE,39.61744700,-078.75910900,Greater Cumberland Rgnl
2MD8,39.33343444,-79.44143723,Greater Gortner
48U,41.45920524,-109.48854772,Greater Green River Intergalactic Spac
KIKK,41.0712515,-87.84590025,GREATER KANKAKEE
CYQM,46.10477833,-064.68226799,GREATER MONCTON INTL
8F5,33.1267915,-94.6988165,GREATER MORRIS CO
KPIA,40.66403675,-89.6924735,GREATER PEORIA RGNL
KPMH,38.84012096,-082.85018232,GREATER PORTSMOUTH RGNL
KROC,43.11424333,-077.67001819,GREATER ROCHESTER INTL
99Y,41.55553429,-098.54279556,Greeley Municipal
KGXY,40.4333126666667,-104.6317235,GREELEY WELD CO
TX92,30.59602888,-97.66945251,Green
CT96,41.70843138,-72.97121528,Green Acres
6WA3,46.60180444,-119.28501723,Green Acres
TA90,29.97466722,-95.81800584,Green Acres
ID68,43.48460777,-116.45873445,Green Acres
1A1,42.1487,-73.75095945,Green Acres
06OI,39.73477805,-84.38222223,Green Acres
7OR6,45.63678416,-121.59118528,Green Acres Air Park
IA24,41.755,-91.7277795,GREEN CASTLE
53IN,41.31254805,-85.36664445,Green Center
69OK,36.72868388,-94.85051223,Green Country Airpark
90IN,41.22921416,-85.35803278,Green Field
Y88,44.6061125,-85.75840945,Green Lake
69TX,28.583611,-96.8544445,GREEN LAKE RANCH
WA67,45.66206194,-122.47009389,Green Mountain
TX36,32.83345,-99.04201612,Green Ranch
GVI,-03.89891700,141.18076400,Green River
U34,38.961361,-110.227361,GREEN RIVER MUNI
S79,34.18555555,-79.02058751,Green Sea
FD33,28.21167916,-81.99869195,Green Swamp Aerodrome
WA25,48.09593333,-122.01568778,Green Valley Airfield
KLWB,37.85654280,-080.40452380,GREENBRIER VALLEY
02Y,48.68330972,-96.19196028,Greenbush Municipal
4N7,42.30424138,-75.78713723,Greene
KWAY,39.8999985,-80.1330555,GREENE CO
I19,39.6910295,-83.99199,GREENE CO LEWIS A JACKSON RGNL
3J7,33.597671,-83.138996,GREENE CO RGNL
84KY,37.81533916,-85.53995806,Greene County Parachute Center
IN67,38.93727666,-85.73747056,Greener Pastures
KGCY,36.19398500,-082.81505600,Greeneville Greene Co Muni
AU69,-26.29397735,152.96319898,Greenfield
ME70,45.03755583,-69.47921473,Greenfield Hill
KGFZ,41.3270215,-94.446023,GREENFIELD MUNI
